NGA,Polity,Section,Subsection,Variable,Value From,Value To,Date From,Date To,Fact Type,Value Note,Date Note,Comment
Kachi Plain,IrSasn2,Social Complexity variables,Information,Scientific literature,present,,,,simple,simple,,
Kachi Plain,IrSasn2,Social Complexity variables,Information,Fiction,present,,,,simple,simple,,
Kachi Plain,IrSasn2,Social Complexity variables,Other,Articles,present,,,,simple,simple,,
Kachi Plain,IrSasn2,Social Complexity variables,Other,Foreign coins,inferred present,,,,simple,simple,,
Kachi Plain,IrSasn2,Social Complexity variables,Other,Indigenous coins,present,,,,simple,simple,,
Kachi Plain,IrSasn2,Social Complexity variables,Other,Paper currency,absent,,,,simple,simple,,
Kachi Plain,IrSasn2,Social Complexity variables,Other,Debt and credit structures,present,,,,simple,simple,,
Kachi Plain,IrSasn2,Social Complexity variables,Other,Store of wealth,inferred present,,,,simple,simple,,
Kachi Plain,IrSasn2,Social Complexity variables,Other,Couriers,present,,,,simple,simple,,
Kachi Plain,IrSasn2,Social Complexity variables,Other,Postal stations,present,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,,RA,Stephen Dean,,,,complex,list,,
Kachi Plain,SyCalUm,Social Complexity variables,,RA, Edward A L Turner,,,,complex,list,,
Kachi Plain,SyCalUm,Social Complexity variables,Social Scale,Polity territory,9000000,,700CE,,complex,simple,simple,
Kachi Plain,SyCalUm,Social Complexity variables,Social Scale,Polity Population,23000000,33000000,700CE,,complex,range,simple,
Kachi Plain,SyCalUm,Social Complexity variables,Social Scale,Population of the largest settlement,200000,400000,700CE,,complex,range,simple,
Kachi Plain,SyCalUm,Social Complexity variables,Social Scale,Largest communication distance,3800,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Hierarchical Complexity,Settlement hierarchy,6,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Hierarchical Complexity,Administrative levels,5,6,,,complex,range,,
Kachi Plain,SyCalUm,Social Complexity variables,Hierarchical Complexity,Religious levels,2,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Hierarchical Complexity,Military levels,3,,661CE,705CE,complex,simple,range,
Kachi Plain,SyCalUm,Social Complexity variables,Hierarchical Complexity,Military levels,5,,705CE,750CE,complex,simple,range,
Kachi Plain,SyCalUm,Social Complexity variables,Professions,Professional military officers,absent,,661CE,682CE,complex,simple,range,
Kachi Plain,SyCalUm,Social Complexity variables,Professions,Professional military officers,present,,683CE,750CE,complex,simple,range,
Kachi Plain,SyCalUm,Social Complexity variables,Professions,Professional soldiers,present,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Professions,Professional priesthood,absent,,,,complex,uncertain,,
Kachi Plain,SyCalUm,Social Complexity variables,Professions,Professional priesthood,present,,,,complex,uncertain,,
Kachi Plain,SyCalUm,Social Complexity variables,Bureaucracy characteristics,Full-time bureaucrats,absent,,661CE,685CE,complex,simple,range,
Kachi Plain,SyCalUm,Social Complexity variables,Bureaucracy characteristics,Full-time bureaucrats,present,,685CE,750CE,complex,simple,range,
Kachi Plain,SyCalUm,Social Complexity variables,Bureaucracy characteristics,Source of support,state salary,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Bureaucracy characteristics,Examination system,absent,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Bureaucracy characteristics,Merit promotion,present,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Bureaucracy characteristics,Specialized government buildings,present,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Law,Formal legal code,present,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Law,Judges,absent,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Law,Courts,absent,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Law,Professional Lawyers,inferred absent,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Specialized Buildings: polity owned,Communal buildings,present,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Specialized Buildings: polity owned,Special purpose house,present,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Specialized Buildings: polity owned,Utilitarian public buildings,present,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Specialized Buildings: polity owned,irrigation systems,present,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Specialized Buildings: polity owned,drinking water supply systems,present,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Specialized Buildings: polity owned,markets,present,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Specialized Buildings: polity owned,food storage sites,present,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Specialized Buildings: polity owned,Symbolic building,present,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Specialized Buildings: polity owned,Entertainment buildings,present,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Specialized Buildings: polity owned,Knowledge/information buildings,present,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Specialized Buildings: polity owned,Roads,present,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Specialized Buildings: polity owned,Bridges,present,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Specialized Buildings: polity owned,Canals,present,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Specialized Buildings: polity owned,Ports,present,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Specialized Buildings: polity owned,height,20,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Specialized Buildings: polity owned,extent,50,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Specialized Buildings: polity owned,Special purpose sites,inferred present,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Specialized Buildings: polity owned,Ceremonial site,inferred present,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Specialized Buildings: polity owned,Burial site,inferred present,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Specialized Buildings: polity owned,Trading emporia,inferred present,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Specialized Buildings: polity owned,Enclosures,inferred present,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Specialized Buildings: polity owned,Mines or quarries,inferred present,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Specialized Buildings: polity owned,Other site,inferred present,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Information,Length,inferred present,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Information,Area,inferred present,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Information,Volume,inferred present,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Information,Weight,inferred present,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Information,Time,inferred present,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Information,Geometrical,inferred present,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Information,Mnemonic devices,present,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Information,Nonwritten records,inferred present,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Information,Written records,present,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Information,Script,present,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Information,Non-phonetic writing,absent,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Information,Phonetic alphabetic writing,present,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Information,Lists tables and classifications,present,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Information,Calendar,present,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Information,Sacred Texts,present,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Information,Religious literature,present,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Information,Practical literature,present,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Information,History,present,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Information,Philosophy,present,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Information,Scientific literature,present,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Information,Fiction,present,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Other,Articles,present,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Other,Precious metals,inferred present,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Other,Foreign coins,present,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Other,Indigenous coins,absent,,661CE,699CE,complex,simple,range,
Kachi Plain,SyCalUm,Social Complexity variables,Other,Indigenous coins,present,,700CE,750CE,complex,simple,range,
Kachi Plain,SyCalUm,Social Complexity variables,Other,Paper currency,absent,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Other,Debt and credit structures,inferred present,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Other,Store of wealth,inferred present,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Other,Couriers,present,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Other,Postal stations,present,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Other,General postal service,absent,,,,simple,simple,,
Kachi Plain,SyCalUm,Social Complexity variables,Other,Fastest individual communication,20,,,,simple,simple,,
Kachi Plain,IqAbbs1,Social Complexity variables,,RA,Stephen Dean,,,,complex,list,,
Kachi Plain,IqAbbs1,Social Complexity variables,,RA, Edward A L Turner,,,,complex,list,,
Kachi Plain,IqAbbs1,Social Complexity variables,Social Scale,Polity territory,8300000,,800CE,,complex,simple,simple,
Kachi Plain,IqAbbs1,Social Complexity variables,Social Scale,Polity territory,1000000,,900CE,,complex,simple,simple,
Kachi Plain,IqAbbs1,Social Complexity variables,Social Scale,Polity Population,23000000,33000000,800CE,,complex,range,simple,
Kachi Plain,IqAbbs1,Social Complexity variables,Social Scale,Polity Population,9000000,11000000,900CE,,complex,range,simple,
Kachi Plain,IqAbbs1,Social Complexity variables,Social Scale,Population of the largest settlement,700000,,800CE,,complex,simple,simple,
Kachi Plain,IqAbbs1,Social Complexity variables,Social Scale,Population of the largest settlement,300000,,900CE,,complex,disputed,simple,
Kachi Plain,IqAbbs1,Social Complexity variables,Social Scale,Population of the largest settlement,900000,,900CE,,complex,disputed,simple,
Kachi Plain,IqAbbs1,Social Complexity variables,Hierarchical Complexity,Settlement hierarchy,6,,,,simple,simple,,
Kachi Plain,IqAbbs1,Social Complexity variables,Hierarchical Complexity,Administrative levels,6,,,,simple,simple,,
Kachi Plain,IqAbbs1,Social Complexity variables,Hierarchical Complexity,Religious levels,2,,,,simple,simple,,
Kachi Plain,IqAbbs1,Social Complexity variables,Hierarchical Complexity,Military levels,6,,,,simple,simple,,
Kachi Plain,IqAbbs1,Social Complexity variables,Professions,Professional military officers,present,,,,simple,simple,,
Kachi Plain,IqAbbs1,Social Complexity variables,Professions,Professional soldiers,present,,,,simple,simple,,
Kachi Plain,IqAbbs1,Social Complexity variables,Professions,Professional priesthood,absent,,,,simple,simple,,
Kachi Plain,IqAbbs1,Social Complexity variables,Bureaucracy characteristics,Full-time bureaucrats,present,,,,simple,simple,,
Kachi Plain,IqAbbs1,Social Complexity variables,Bureaucracy characteristics,Source of support,state salary,,,,simple,simple,,
Kachi Plain,IqAbbs1,Social Complexity variables,Bureaucracy characteristics,Examination system,absent,,,,simple,simple,,
Kachi Plain,IqAbbs1,Social Complexity variables,Bureaucracy characteristics,Merit promotion,present,,,,complex,disputed,,
Kachi Plain,IqAbbs1,Social Complexity variables,Bureaucracy characteristics,Merit promotion,absent,,,,complex,disputed,,
Kachi Plain,IqAbbs1,Social Complexity variables,Bureaucracy characteristics,Specialized government buildings,present,,,,simple,simple,,
Kachi Plain,IqAbbs1,Social Complexity variables,Law,Formal legal code,present,,,,simple,simple,,
Kachi Plain,IqAbbs1,Social Complexity variables,Law,Judges,absent,,,,complex,disputed,,
Kachi Plain,IqAbbs1,Social Complexity variables,Law,Judges,present,,,,complex,disputed,,
Kachi Plain,IqAbbs1,Social Complexity variables,Law,Courts,absent,,,,simple,simple,,
Kachi Plain,IqAbbs1,Social Complexity variables,Law,Professional Lawyers,inferred absent,,,,simple,simple,,
Kachi Plain,IqAbbs1,Social Complexity variables,Specialized Buildings: polity owned,Communal buildings,present,,,,simple,simple,,
Kachi Plain,IqAbbs1,Social Complexity variables,Specialized Buildings: polity owned,Special purpose house,present,,,,simple,simple,,
Kachi Plain,IqAbbs1,Social Complexity variables,Specialized Buildings: polity owned,Utilitarian public buildings,present,,,,simple,simple,,
